Quantity,Price,Country,Description,Review,sentiment,sentiment_score,risk_level,customer_segment,churn_risk,satisfaction_score
7,3.16,Australia,"7-pack of refreshing facial masks, great value at $3.16.","The 7 facial masks are so refreshing! At $3.16 each, they are a luxurious treat without breaking the bank. My skin feels great.",positive,0.9,low,budget_conscious,low,5
-1,10.85,Channel Islands,"Premium Organic Coffee Beans, 1lb Bag","Had to return 1 bag of coffee for $10.85. The flavor was just not what I expected, a bit too bitter for my taste.",negative,-0.7,high,return_prone,high,1
15,5.89,Germany,"Stainless Steel Water Bottle, 20oz",Bought 15 water bottles at $5.89 each for our team. Great quality and perfect for everyday use. Very satisfied!,positive,0.9,low,bulk_buyer,low,5
10,0.8,Austria,"Colorful Gel Pens, Pack of 5",Amazing value! Got 10 packs of these gel pens for only $0.80 each. They write smoothly and the colors are vibrant.,positive,0.8,low,budget_conscious,low,5
35,2.53,Germany,"Bulk Pack AAA Batteries, 100 Count",Ordered 35 units of batteries at $2.53 per unit. Always need these. Good price and they last a decent amount of time.,positive,0.7,low,bulk_buyer,low,4
13,4.46,Malta,"Handmade Ceramic Mug, 12oz Capacity","Received 13 beautiful ceramic mugs, each costing $4.46. They arrived well-packaged and are perfect for my craft fair.",positive,0.8,low,bulk_buyer,low,5
-3,2.36,Belgium,Eco-Friendly Reusable Shopping Bag,Returned 3 shopping bags priced at $2.36 each. They were too small for my groceries. Process was quick and easy.,negative,-0.4,high,return_prone,medium,2
10,9.08,Portugal,High-Quality Bluetooth Earbuds,Purchased 10 pairs of earbuds for $9.08 each. Sound quality is impressive for the price. Very happy with this bulk buy.,positive,0.9,low,bulk_buyer,low,5
6,1.97,Poland,"Organic Cotton Dish Towels, Set of 2",Got 6 sets of these dish towels at $1.97 per set. They are super absorbent and look great in my kitchen. Excellent value!,positive,0.8,low,budget_conscious,low,5
14,3.31,Portugal,"Assorted Scented Candles, 4-Pack",Ordered 14 packs of candles for $3.31 each. The scents are lovely and they burn evenly. Perfect for gifts.,positive,0.8,low,bulk_buyer,low,5
12,13.67,Germany,"Premium Wireless Mouse, Ergonomic","Received 12 ergonomic mice, priced at $13.67 each. They feel comfortable and respond well. A great deal for the office.",positive,0.8,low,bulk_buyer,low,5
3,5.3,United Kingdom,"Artisan Bread Mix, Gluten-Free",Bought 3 bags of this bread mix for $5.30 each. It makes delicious gluten-free bread. Will definitely repurchase!,positive,0.9,low,impulse_buyer,low,5
8,3.49,United Kingdom,"Heavy-Duty Packing Tape, 6 Rolls","Purchased 8 packs of packing tape at $3.49 per pack. It's strong and sticks well, perfect for moving. Highly recommend.",positive,0.9,low,bulk_buyer,low,5
7,2.15,Germany,Kids' Colorful Building Blocks Set,Got 7 sets of building blocks for $2.15 each. My grandkids love them! Bright colors and good quality plastic.,positive,0.8,low,impulse_buyer,low,5
0,3.31,United Kingdom,"Interactive Pet Toy for Cats, Fun Design","My order for this pet toy at $3.31 was cancelled due to zero stock. Disappointing, but I hope it comes back soon.",negative,-0.5,medium,impulse_buyer,medium,2
7,2.38,USA,"Reusable Produce Bags, Mesh Set",Bought 7 sets of mesh produce bags for $2.38 each. They are fantastic for groceries and very durable. Eco-friendly choice!,positive,0.9,low,budget_conscious,low,5
9,13.02,Germany,"Smart Home LED Light Bulbs, Dimmable",Invested in 9 smart light bulbs at $13.02 each. Easy to set up and control with my phone. Bright and energy efficient.,positive,0.8,low,premium,low,5
0,11.88,Spain,Premium Stainless Steel Frying Pan,"Wanted this frying pan for $11.88, but it was out of stock (quantity 0). Still waiting for it to be available again.",neutral,-0.2,medium,premium,medium,3
97,5.45,EIRE,Bulk Pack Microfiber Cleaning Cloths,Ordered 97 cleaning cloths for $5.45 each. They are incredibly effective and absorb well. A fantastic bulk purchase!,positive,0.9,low,bulk_buyer,low,5
15,5.43,Malta,Children's Picture Book Collection,Purchased 15 picture books at $5.43 each for a school donation. The stories are engaging and illustrations are lovely.,positive,0.8,low,bulk_buyer,low,5
14,1.33,Greece,"Small Potted Succulent Plant, Easy Care",Got 14 succulent plants for $1.33 each. They are adorable and arrived in perfect condition. Great for little gifts.,positive,0.9,low,bulk_buyer,low,5
24,9.82,Austria,Premium Organic Coffee Beans 1lb Bag,"Bought 24 bags for $9.82 each. Excellent flavor, very fresh. A great deal for bulk purchase. Highly recommend it!",positive,0.9,low,bulk_buyer,low,5
1,3.71,Germany,Durable Stainless Steel Bottle Opener,"Just one at $3.71. Simple, effective, and sturdy. Does exactly what it should. Good value for a basic tool.",positive,0.7,low,budget_conscious,low,4
133,3.36,EIRE,Bulk Pack of AA Alkaline Batteries,Ordered 133 batteries at $3.36 each. Perfect for office needs. Long-lasting and reliable. Great bulk buy.,positive,0.9,low,bulk_buyer,low,5
10,2.67,Netherlands,"Colorful Gel Pen Set, 10 Count",Got 10 sets for $2.67 each. The colors are vibrant and they write smoothly. Great for journaling and art projects. Kids love them!,positive,0.8,low,budget_conscious,low,5
14,9.46,Australia,"Ergonomic Office Mouse, Wireless",Purchased 14 of these at $9.46 each for the team. Very comfortable to use all day. Good precision and battery life.,positive,0.8,low,bulk_buyer,low,4
25,2.21,Switzerland,"Soft Microfiber Cleaning Cloths, 5pk",Bought 25 packs at $2.21 each. These cloths are amazing! Super absorbent and leave no streaks. Fantastic for household cleaning.,positive,0.9,low,bulk_buyer,low,5
7,2.06,United Arab Emirates,"Assorted Scented Candles, Small Jar",Got 7 candles for $2.06 each. They smell wonderful and burn evenly. Perfect for creating a cozy atmosphere at home.,positive,0.8,low,budget_conscious,low,5
3,3.92,Portugal,Organic Whole Wheat Bread Loaf,"Picked up 3 loaves at $3.92 each. Fresh, delicious, and healthy. A staple in our kitchen. Will definitely buy again.",positive,0.9,low,premium,low,5
9,2.94,Cyprus,"Hand Sanitizer with Aloe, 8oz Bottle","Ordered 9 bottles for $2.94 apiece. Perfect for keeping hands clean on the go. Doesn't dry out skin, which is a plus.",positive,0.8,low,budget_conscious,low,4
7,3.69,Bahrain,"Dark Chocolate Bar, 70% Cacao",Bought 7 bars at $3.69 each. Rich and not too sweet. A perfect treat for dark chocolate lovers. Highly recommend this brand.,positive,0.9,low,premium,low,5
16,0.59,Switzerland,"Standard Yellow #2 Pencils, Dozen Pack",Purchased 16 packs at a great price of $0.59 each. Essential for school supplies. Good quality and write smoothly. Excellent value!,positive,0.9,low,bulk_buyer,low,5
11,1.95,Portugal,"Disposable Face Masks, 50-count Box","Received 11 boxes for $1.95 each. Good quality masks, comfortable and breathable. Essential for daily use. Very happy with the purchase.",positive,0.8,low,bulk_buyer,low,4
13,7.99,Portugal,High-Speed USB 3.0 Flash Drive 64GB,Got 13 drives at $7.99 apiece. Fast data transfer and reliable storage. Great for backups and sharing files. Fantastic deal for the capacity.,positive,0.9,low,bulk_buyer,low,5
12,1.75,Greece,Multi-Purpose Adhesive Tape Rolls,Bought 12 rolls for $1.75 each. Strong adhesive and easy to tear. Perfect for crafts and general household use. A very handy item.,positive,0.8,low,bulk_buyer,low,4
52,14.85,Belgium,"Gourmet Olive Oil, Extra Virgin 1 Liter",Ordered 52 bottles at $14.85 each. Exceptional quality olive oil. Perfect for cooking and dressings. The flavor is robust and authentic.,positive,0.95,low,premium,low,5
21,8.02,Greece,"Classic White T-Shirts, Men's Large","Purchased 21 shirts for $8.02 each. Soft cotton, good fit, and durable. They hold up well after multiple washes. Excellent everyday wear.",positive,0.8,low,bulk_buyer,low,5
5,5.81,Greece,"Natural Deodorant Stick, Unscented",Bought 5 sticks at $5.81 each. Works great without irritation. A good natural alternative. Keeps me feeling fresh all day.,positive,0.8,low,premium,low,4
6,5.25,United Kingdom,"Kids' Art Activity Book Set, 3-pack",Got 6 sets for $5.25 each. Provides hours of creative fun for the kids. Great variety of activities. Good value for entertainment.,positive,0.8,low,budget_conscious,low,4
3,14.88,Greece,Premium Noise-Cancelling Headphones,Purchased 3 pairs at $14.88 each. Sound quality is impressive and noise cancellation works well. Comfortable for long listening sessions.,positive,0.9,low,premium,low,5
29,15.75,United Kingdom,"Heavy-Duty Garden Gloves, Large Size",Ordered 29 pairs at $15.75 each. Very durable and provide good protection for gardening tasks. Comfortable fit too. Highly recommend these.,positive,0.9,low,bulk_buyer,low,5
13,6.38,Austria,"Premium Coffee Beans, 13 bags, $6.38/bag",Excellent quality coffee for the price! Received all 13 bags as ordered. Will definitely repurchase again.,positive,0.9,low,bulk_buyer,low,5
8,6.78,USA,"Organic Green Tea, 8 packs, $6.78 each","The green tea is quite refreshing. Good value for 8 packs, though shipping was a bit slow.",positive,0.6,medium,bulk_buyer,medium,4
9,9.77,RSA,"Luxury Scented Candles, 9 units, $9.77/unit",These candles smell amazing and burn evenly. A bit pricey but worth it for the quality. Very happy with all 9.,positive,0.8,low,premium,low,5
7,6.7,Australia,"Ergonomic Mouse Pad, 7 units, $6.70 per pad",Comfortable and well-made mouse pads. Ordered 7 and they arrived quickly. Good purchase for the home office.,positive,0.8,low,bulk_buyer,low,5
11,5.62,Lithuania,"Stainless Steel Water Bottles, 11-pack, $5.62/bottle","Great water bottles, perfect for daily use. All 11 arrived in perfect condition. Excellent deal!",positive,0.9,low,bulk_buyer,low,5
9,2.5,Cyprus,"Colorful Gel Pens Set, 9 packs, $2.50 each",These gel pens write smoothly and have vibrant colors. Fantastic price for 9 packs. Kids love them!,positive,0.9,low,bulk_buyer,low,5
14,10.55,United Arab Emirates,"Professional Art Brush Set, 14 brushes, $10.55/brush","High-quality brushes for serious artists. A bit expensive, but the 14 brushes are worth every penny.",positive,0.8,low,premium,low,5
5,9.81,Cyprus,"Gourmet Dark Chocolate Bar, 5 bars, $9.81 each",Rich and delicious dark chocolate. Bought 5 as gifts and everyone loved them. A bit indulgent but worth it.,positive,0.8,low,premium,low,5
4,1.2,Lithuania,"Disposable Face Masks, 4 boxes, $1.20 per box","Basic masks, good for everyday use. Very affordable at $1.20 a box. Received all 4 boxes promptly.",positive,0.7,low,budget_conscious,low,4
20,2.85,United Kingdom,"USB-C Charging Cables, 20-pack, $2.85 per cable",You can't beat this price for 20 durable USB-C cables. They charge fast and seem well-made. Impressed!,positive,0.9,low,bulk_buyer,low,5
14,3.44,USA,"Assorted Snack Bars, 14-count box, $3.44/bar",Delicious and healthy snack bars. Great variety in the 14-count box. A staple in my pantry now.,positive,0.9,low,bulk_buyer,low,5
4,2.04,Denmark,"Portable Hand Sanitizer, 4 bottles, $2.04 each",Perfect size for on-the-go. The scent is mild and it doesn't dry out my hands. Got 4 bottles.,positive,0.8,low,bulk_buyer,low,5
0,9.74,Greece,"Rare Collectible Action Figure, 0 delivered, $9.74",Extremely disappointed. Item was listed but never shipped. My order of 0 was truly 0. Unacceptable!,negative,-1.0,high,return_prone,high,1
1,2.55,Germany,"Premium Microfiber Cloth, 1 piece, $2.55","Very soft and effective for cleaning. A bit expensive for just one cloth, but it does a great job.",positive,0.6,low,premium,low,4
11,1.71,Spain,"Heavy-Duty Packing Tape, 11 rolls, $1.71 per roll",This tape is strong and sticks well. Very good price for 11 rolls. Essential for moving or shipping.,positive,0.9,low,bulk_buyer,low,5
5,1.25,France,"Colorful Balloons Pack, 5 bags, $1.25 per bag",Great for parties! The colors are vibrant and they held air well. All 5 bags were perfect. Kids loved them.,positive,0.9,low,bulk_buyer,low,5
8,2.41,Cyprus,"Bulk AA Batteries, 8-pack, $2.41 per pack",Reliable batteries at a fantastic price. Ordered 8 packs and they arrived fully charged. Will buy again.,positive,0.9,low,bulk_buyer,low,5
9,7.15,Cyprus,"Organic Cotton T-Shirts, 9 units, $7.15 each","Soft and comfortable t-shirts. The fabric feels great. Good value for 9 shirts, though sizing runs a bit small.",positive,0.6,medium,bulk_buyer,medium,4
11,7.23,Portugal,"Durable Pet Chew Toys, 11 pieces, $7.23 each",My dog loves these! They're really tough and have lasted well. All 11 toys were a hit. Great investment.,positive,0.9,low,bulk_buyer,low,5
3,0.2,Netherlands,"Small Hair Clips, 3 packs, $0.20 per pack","Super cheap and practical hair clips. Perfect for everyday use. Got 3 packs, can't complain for the price!",positive,0.9,low,impulse_buyer,low,5
105,0.09,Netherlands,"Organic Fair-Trade Coffee Beans, 12oz Bag","Bought 17 bags of these beans for $7.01 each. The aroma is amazing, and the taste is rich and smooth. A morning essential, highly recommend!",positive,0.9,low,bulk_buyer,low,5
17,1.19,United Kingdom,Ergonomic Office Chair with Lumbar Support,This chair is fantastic! I spent $21.58 on it and it's worth every penny. My back pain has significantly improved. Assembly was a breeze.,positive,0.9,low,premium,low,5
1,3.17,Spain,"Premium Stainless Steel Water Bottle, 1L","I got 2 of these bottles. Perfect for the gym, keeps water cold all day. Great value for the price, especially at $3.35 each. Highly satisfied!",positive,0.8,low,budget_conscious,low,5
6,7.74,Unspecified,"Smart LED Light Bulb, Dimmable & Color-Changing",These bulbs are great! Bought 12 for my living room at $6.28 each. Easy to set up and the colors are vibrant. Very happy with this purchase.,positive,0.8,low,premium,low,5
20,4.88,France,Wireless Bluetooth Earbuds with Charging Case,"I bought 1 pair of these for $11.86. Sound quality is decent for the price. They stay in my ears during runs, which is a big plus!",positive,0.6,low,bulk_buyer,low,4
-5,3.1,Germany,"Non-Stick Ceramic Frying Pan, 10-inch","This pan is a game-changer! Cooked an omelette effortlessly. At $9.81, it's a steal. Definitely replacing all my old pans with these.",positive,0.9,high,return_prone,medium,5
11,8.25,Netherlands,Set of 4 Microfiber Cleaning Cloths,Excellent value! I purchased 105 of these for my business at $0.09 each. They are super absorbent and leave no streaks. Will buy again!,positive,0.9,low,bulk_buyer,low,5
12,7.01,EIRE,Natural Wood Coasters (Set of 6),These coasters are beautiful and functional. I paid $3.91 for 9 sets. They protect my table well. A simple yet elegant addition to my home.,positive,0.7,low,premium,low,4
2,3.35,United Kingdom,"Heavy-Duty Garden Gloves, Size Large",I bought 3 pairs of these gloves for $4.68 each. They're very durable and comfortable for gardening. My hands stayed clean and protected.,positive,0.7,low,budget_conscious,low,4
23,6.28,Belgium,"Portable Power Bank, 10000mAh",This power bank is a lifesaver! Charges my phone quickly. I got 13 of them for the whole family at $3.95 each. No more low battery anxiety!,positive,0.9,low,bulk_buyer,low,5
11,9.81,Switzerland,Aromatherapy Essential Oil Diffuser,Got 1 of these for $3.17. It works perfectly and fills the room with a lovely scent. The LED light feature is a nice touch. Highly recommend.,positive,0.9,low,bulk_buyer,low,5
9,3.91,United Kingdom,"Reusable Canvas Shopping Bag, Large",I purchased 14 of these bags for $2.29 each. They are sturdy and hold a lot. Perfect for grocery runs and reducing plastic waste. Love them!,positive,0.8,low,budget_conscious,low,5
25,5.86,Iceland,"Premium Quality Pet Food, 5lb Bag","My dog loves this food! He's been much more energetic. I bought 6 bags at $7.74 each. It's a bit pricey, but worth it for his health.",positive,0.9,low,premium,low,5
52,9.73,Belgium,"Yoga Mat with Carrying Strap, 6mm Thick",This yoga mat is comfortable and provides great grip. I bought 20 of them for my studio at $4.88 each. Excellent quality for the price.,positive,0.8,low,bulk_buyer,low,5
7,2.29,EIRE,"Assorted Gel Pens, Pack of 12",Great pens for journaling! The colors are vibrant and they write smoothly. I bought 11 packs for $8.25 each. Very satisfied with this purchase.,positive,0.8,low,budget_conscious,low,5
6,8.66,Netherlands,Digital Kitchen Scale with LCD Display,A must-have for baking! Very accurate and easy to use. I purchased 25 of these for $5.86 each. It has made my cooking much more precise.,positive,0.9,low,bulk_buyer,low,5
103,11.86,USA,"Stainless Steel Travel Mug, 16oz",Keeps my coffee hot for hours! I bought 52 of these for a company event at $9.73 each. Everyone loved them. Durable and spill-proof.,positive,0.9,low,bulk_buyer,low,5
3,4.68,Cyprus,"Organic Herbal Tea Bags, Variety Pack","Delicious and soothing teas! I got 7 boxes for $2.29 each. Great selection of flavors, perfect for winding down in the evening. Will repurchase.",positive,0.8,low,budget_conscious,low,5
13,3.95,France,"High-Speed USB-C Charging Cable, 6ft",These cables are fantastic! I bought 6 of them at $8.66 each. They charge my devices super fast and feel very durable. No more slow charging!,positive,0.9,low,bulk_buyer,low,5
14,21.58,Germany,"Luxury Bath Towel Set, 2-Piece",These towels are incredibly soft and absorbent. I bought 103 sets for $11.86 each. They feel luxurious and hold up well after washing. Excellent quality.,positive,0.9,low,bulk_buyer,low,5
-1,2.58,France,Refund for 1 unit of small candy bar,"Disappointed with this candy bar, returned it. Not worth the $2.58 I paid. Will try another brand next time.",negative,-0.8,high,return_prone,high,1
37,1.03,Netherlands,Bulk order of 37 pencils for office,Fantastic value for 37 pencils at $1.03 each. Perfect for stocking the office supply. Recommend!,positive,0.9,low,bulk_buyer,low,5
10,15.79,RSA,Premium set of 10 professional art markers,"These 10 art markers are amazing! Vibrant colors, blend beautifully. Pricey at $15.79 each, but quality is superb.",positive,0.85,low,premium,low,5
4,6.35,Germany,Pack of 4 durable kitchen sponges,These 4 kitchen sponges are fantastic! They hold up well to daily use and scrub effectively. Good value for $6.35.,positive,0.75,low,budget_conscious,low,5
2,2.96,Netherlands,Two convenient organic apple snack packs,Bought 2 snack packs for $2.96 each. Fresh and convenient for kids' lunches. Will buy again.,positive,0.7,low,impulse_buyer,low,4
28,14.56,Germany,Box of 28 high-quality ceramic tiles,"These 28 ceramic tiles arrived quickly and well-packaged. At $14.56 per tile, great for my renovation project. Pleased.",positive,0.8,low,bulk_buyer,low,5
21,7.53,France,Bundle of 21 colorful party balloons,"Got 21 balloons for a party, cost $7.53 each. Vibrant and lasted all day. Good purchase!",positive,0.75,low,bulk_buyer,low,5
9,4.59,EIRE,Set of 9 assorted craft glitter tubes,These 9 glitter tubes are perfect for my crafts. Fair price at $4.59. Kids love the variety of colors.,positive,0.7,low,budget_conscious,low,4
12,18.32,United Kingdom,12 high-performance LED light bulbs,"Ordered 12 LED bulbs at $18.32 each. Excellent illumination, energy-efficient. Worth the investment.",positive,0.9,low,premium,low,5
106,2.01,United Kingdom,Bulk purchase of 106 disposable cups,"Needed 106 disposable cups for a large event. At $2.01 each, they were sturdy and perfect. Good value.",positive,0.8,low,bulk_buyer,low,5
1,2.67,United Kingdom,Single premium organic coffee bean bag,"Just bought one bag of coffee for $2.67. Tastes fresh and rich, great morning start. Happy.",positive,0.8,low,premium,low,5
14,7.6,France,Pack of 14 durable reusable shopping bags,These 14 shopping bags are excellent! Very sturdy and hold a lot. Good price at $7.60 each. Great buy.,positive,0.9,low,budget_conscious,low,5
-1,3.24,United Arab Emirates,Return of 1 faulty USB charging cable,"USB cable stopped working after a week, had to return it. Not worth $3.24. Disappointed with quality.",negative,-0.9,high,return_prone,high,1
1,2.89,Spain,One premium quality microfiber cloth,"Got one microfiber cloth for $2.89. Super absorbent, great for cleaning. Very happy with this purchase.",positive,0.85,low,premium,low,5
11,7.36,Germany,Set of 11 assorted scented candles,These 11 scented candles smell wonderful and burn evenly. Good value at $7.36 each. Great for ambiance.,positive,0.8,low,budget_conscious,low,5
4,9.94,Italy,Pack of 4 durable garden hand tools,These 4 garden tools are quite sturdy for $9.94 each. They make gardening easier. Definitely a good buy.,positive,0.75,low,budget_conscious,low,5
8,6.5,EIRE,Set of 8 colorful children's art paints,Bought 8 paints for the kids at $6.50 each. Colors are vibrant and wash off easily. Perfect for play.,positive,0.75,low,impulse_buyer,low,4
-1,10.36,Italy,Refund for 1 defective smart home plug,"Smart plug stopped responding after a few days, had to return. Paid $10.36, but it wasn't reliable.",negative,-0.85,high,return_prone,high,1
31,2.53,EIRE,Bulk pack of 31 assorted craft paper sheets,"Ordered 31 sheets of craft paper at $2.53 each. Great quality, perfect for school projects. Satisfied.",positive,0.8,low,bulk_buyer,low,5
6,2.73,Germany,Pack of 6 eco-friendly bamboo toothbrushes,These 6 bamboo toothbrushes are great for $2.73 each. Eco-friendly and comfortable. Good choice!,positive,0.75,low,budget_conscious,low,5
15,1.83,United Arab Emirates,Bulk Pack of 15 Pencil Sets for School Supplies,"Bought 15 pencil sets at $1.83 each. Great value for school. Kids love them, they write smoothly. Highly recommend.",positive,0.9,low,bulk_buyer,low,5
5,5.21,Spain,"Premium Organic Green Tea Bags, 5-Count Box",These 5 green tea bags at $5.21 were a delightful treat. The flavor is rich and refreshing. Will definitely repurchase.,positive,0.95,low,premium,low,5
3,11.02,Cyprus,"Artisanal Handmade Ceramic Mugs, Set of 3",Received 3 beautiful ceramic mugs for $11.02 each. They feel very sturdy and the design is unique. Perfect for morning coffee.,positive,0.85,low,premium,low,5
-1,21.08,Italy,Returned: Ergonomic Office Chair with Lumbar Support,"Returned this ergonomic chair, originally $21.08, due to a wobbly armrest. Disappointed with the quality control.",negative,-0.9,high,return_prone,high,1
15,2.37,Switzerland,Pack of 15 Durable Microfiber Cleaning Cloths,I got 15 cleaning cloths for $2.37 each. They're super absorbent and great for various tasks around the house. Good buy!,positive,0.8,low,bulk_buyer,low,4
18,10.66,Malta,Large Bag of 18 Gourmet Dark Chocolate Bars,"The 18 dark chocolate bars at $10.66 per bar are incredibly rich. A bit pricey, but the quality is unmatched. Indulgent!",positive,0.75,low,premium,low,4
7,10.39,United Kingdom,Set of 7 High-Quality Stainless Steel Cookware,Paid $10.39 each for this set of 7 cookware items. They conduct heat evenly and are easy to clean. Very satisfied.,positive,0.85,low,premium,low,5
12,5.23,Belgium,Assorted Box of 12 Premium Scented Candles,These 12 scented candles at $5.23 each fill my home with lovely aromas. They burn evenly and last a long time. Great gift.,positive,0.9,low,premium,low,5
4,2.32,Australia,Pack of 4 Eco-Friendly Reusable Shopping Bags,Bought 4 reusable bags for $2.32 each. They are surprisingly spacious and sturdy. Perfect for grocery trips. Love them!,positive,0.9,low,budget_conscious,low,5
0,1.54,United Kingdom,"Order cancelled: Single-Serve Coffee Pods, 10-pack","My order for these $1.54 coffee pods was cancelled as they were out of stock. A bit frustrating, but I understand.",negative,-0.5,high,return_prone,high,2
15,2.68,USA,Bundle of 15 Soft Cotton Hand Towels for Bathroom,"The 15 hand towels, costing $2.68 each, are incredibly soft and absorbent. A fantastic deal for such good quality. Very happy.",positive,0.95,low,bulk_buyer,low,5
10,0.49,France,Pack of 10 Durable Plastic Food Storage Containers,Got 10 food containers for only $0.49 each. They seal well and are perfect for meal prepping. Unbeatable price for the quality.,positive,0.9,low,budget_conscious,low,5
15,2.52,United Kingdom,Set of 15 Colorful Gel Pens for Art and Writing,"These 15 gel pens, priced at $2.52 each, write smoothly and have vibrant colors. Excellent for journaling and school projects.",positive,0.85,low,bulk_buyer,low,5
8,13.49,United Kingdom,"High-Performance Bluetooth Wireless Earbuds, 8-pack",The 8 wireless earbuds at $13.49 each have excellent sound quality and battery life. Perfect for workouts and daily commute.,positive,0.9,low,premium,low,5
9,7.58,France,Collection of 9 Classic Novels in Paperback Format,The 9 classic novels for $7.58 each are a great addition to my library. Good quality paper and clear print. Highly recommend.,positive,0.9,low,bulk_buyer,low,5
0,4.52,Iceland,Order cancelled: Smart Home Security Camera System,"My order for the $4.52 security camera was cancelled. Website showed stock, but it wasn't available. A bit disappointed.",negative,-0.7,high,return_prone,high,2
24,1.29,Iceland,"Bulk Pack of 24 Bottled Spring Water, 500ml each",Bought 24 bottles of water for $1.29 each. Convenient for events and great for staying hydrated. Excellent value for money.,positive,0.9,low,bulk_buyer,low,5
4,3.48,France,Set of 4 Durable Pet Chew Toys for Dogs and Cats,"These 4 pet chew toys at $3.48 each are very durable. My dog loves them, and they've held up well to his chewing. Good buy!",positive,0.85,low,budget_conscious,low,4
26,2.25,Austria,Value Pack of 26 AA Alkaline Batteries for Devices,Got 26 AA batteries for $2.25 each. They last a long time in my devices. Always good to have a stock. Very practical purchase.,positive,0.8,low,bulk_buyer,low,4
10,6.38,Australia,Pack of 10 Premium Quality Face Masks with Filter,These 10 face masks at $6.38 each are comfortable and breathable. The filters provide good protection. Feel safe wearing them.,positive,0.85,low,premium,low,5
5,4.21,United Kingdom,Set of 5 Premium Ballpoint Pens for $4.21,These pens are fantastic! Smooth writing and great value for the price. Highly recommend them for daily use.,positive,0.9,low,budget_conscious,low,5
5,1.85,France,"5-pack of Colorful Erasers, only $1.85",Perfect for school supplies. The erasers work well and the colors are vibrant. A good deal for the quantity.,positive,0.7,low,budget_conscious,low,4
8,1.67,United Kingdom,"8-count pack of AA Batteries, priced at $1.67",Surprisingly good batteries for the cost. They last longer than expected for just $1.67. Will buy again.,positive,0.8,low,budget_conscious,low,5
12,4.71,Belgium,"Dozen Organic Apples, fresh and crisp, for $4.71",These apples are delicious and a steal at $4.71 for twelve! Very happy with the quality and freshness.,positive,0.9,low,budget_conscious,low,5
22,1.53,Germany,"Large pack of 22 Disposable Face Masks, $1.53",Great value for 22 masks at such a low price. They are comfortable enough for everyday errands. Very pleased.,positive,0.8,low,bulk_buyer,low,5
13,8.76,Portugal,"Box of 13 Gourmet Chocolate Truffles, $8.76",Absolutely decadent! These 13 truffles at $8.76 are a luxurious treat. Perfect for a gift or self-indulgence.,positive,0.95,low,premium,low,5
0,1.27,United Kingdom,"Out of Stock: Premium Instant Coffee Packet, $1.27","Unfortunately, this item was out of stock when my order shipped. I was really hoping to try the premium coffee.",negative,-0.6,high,impulse_buyer,high,1
8,6.62,EIRE,"Pack of 8 Stainless Steel Drinking Straws, $6.62",Excellent reusable straws! They are durable and easy to clean. A great eco-friendly purchase for $6.62.,positive,0.85,low,budget_conscious,low,5
12,6.78,France,"12-pack of High-Quality Hand Towels, for $6.78",Soft and absorbent towels for the bathroom. A dozen for $6.78 is an amazing deal. Very satisfied with this purchase.,positive,0.9,low,bulk_buyer,low,5
2,6.43,Channel Islands,"Set of 2 Ergonomic Computer Mice, at $6.43",These mice are comfortable and work perfectly. Getting two for just $6.43 is incredible value. Highly recommend.,positive,0.9,low,budget_conscious,low,5
6,7.12,Netherlands,"Six Large Glass Storage Containers, only $7.12","Fantastic for meal prep! These 6 containers are sturdy and seal well. Great value for $7.12, very happy.",positive,0.9,low,budget_conscious,low,5
-1,3.3,Spain,Return: Bluetooth Headphones (Original Price $3.30),"Had to return these headphones. They stopped working after a week. Disappointed with the quality, even for the low price.",negative,-0.9,high,return_prone,high,1
47,6.97,Netherlands,"Bulk Pack of 47 Cotton Swabs, priced at $6.97",You get a massive amount of cotton swabs for $6.97! Good quality and very useful. Will last me a long time.,positive,0.8,low,bulk_buyer,low,5
13,7.2,USA,"13-piece Stainless Steel Utensil Set, for $7.20",Decent utensil set for the price. The 13 pieces cover all basics. Not super high-end but good for everyday use.,neutral,0.2,medium,budget_conscious,medium,3
6,5.43,France,"Six Gourmet Spice Blends Variety Pack, $5.43",These spice blends are amazing! Great flavor profiles for just $5.43 for six. Definitely elevated my cooking.,positive,0.9,low,premium,low,5
66,5.71,Portugal,"Massive 66-count box of Cereal Bars, $5.71",Unbeatable value for 66 cereal bars at $5.71. Perfect for quick breakfasts or snacks. Kids love them too!,positive,0.9,low,bulk_buyer,low,5
10,3.27,Bahrain,"10-pack of Microfiber Cleaning Cloths, $3.27",Excellent cleaning cloths! They absorb well and are durable. A great deal for 10 cloths at only $3.27.,positive,0.85,low,budget_conscious,low,5
0,0.33,Austria,Unavailable: Single Candy Bar (Original Price $0.33),"This candy bar was missing from my order. It's a small item, but still annoying. Wish it had been available.",negative,-0.5,high,impulse_buyer,high,2
7,5.89,Sweden,"Set of 7 Scented Pillar Candles, only $5.89","Lovely candles, the scents are subtle and pleasant. Getting 7 for $5.89 is a fantastic deal. Very happy.",positive,0.9,low,budget_conscious,low,5
8,0.47,Netherlands,"8-pack of Small Binder Clips, priced at $0.47",These binder clips are tiny but perfect for what I needed. An absolute bargain at $0.47 for eight. Good quality.,positive,0.8,low,budget_conscious,low,5
6,0.4,Denmark,"Organic Small Red Apples, Fresh Produce","I bought 6 of these apples for just $0.40 each! They were incredibly fresh and sweet. A fantastic deal, perfect for healthy snacking.",positive,0.9,low,budget_conscious,low,5
